,artist_individual,streams
1991,Bølgen,2046409
568,Alberto Grasu,2047864
12882,Theo Rose,2049713
6542,Kadu Martins,2050994
14573,slchld,2051651
12702,Teo Tzimas,2052446
4848,Goedi,2053045
5543,Ina Svenningdal,2053988
14014,Young Ellens,2055711
3512,Drakeo the Ruler,2056094
13872,YTB Trench,2056308
10795,Rancid Eddie,2060265
7652,Lloyiso,2060703
13263,Tăng Phúc,2060759
13051,Tony Guerra & Forró Sacode,2061634
817,Andia,2061905
12518,TRAVI,2062441
5809,Jacky Cheung,2065482
11689,Sexion d'Assaut,2065993
6555,Kail BRL,2067228
12278,Sto zvířat,2067499
458,Agnete Saba,2068074
4974,Gustaf & Viktor Norén,2069598
1631,Bigidagoe,2070178
12456,TACONAFIDE,2074497
5805,Jack The Smoker,2074586
12568,Talento de Barrio,2074796
7367,Las Pelotas,2077970
10551,Private Zero,2078648
14718,Ваня Дмитриенко,2079000
835,Andrew Gold,2080847
6226,Jorge Acosta,2081452
2518,Copter,2083783
3280,Dinho,2084479
2033,CHEHON,2085215
14173,Zayo,2085981
10090,PIA MARIA,2086136
2381,Chris de Burgh,2088507
11706,Shadya Lan,2088717
5842,Jam8,2088807
482,Ahmed Mekky,2088903
10264,Pavel Callta,2089634
1803,Boombox,2091131
13167,Trung Quân,2092076
11483,Samuray,2092893
4979,Gustavo Moura & Rafael,2092956
4372,Florentina,2093659
11012,Rionegro & Solimões,2096609
11100,Romeo,2097686
11224,Rémy,2098153
1249,BCA,2098774
14005,YouNotUs,2100393
13865,YOUNGOHM,2100585
12095,Sonam Bajwa,2100641
8893,Mike11,2101386
6453,KAMIL,2103209
13821,Xcho,2104925
2663,DENZO,2105179
8290,Makosir,2107028
9998,Orslok,2107207
12672,Tee Jay,2107448
4435,Franco Battiato,2110050
1368,Bahaa Sultan,2112083
1705,Blaiz Fayah,2113931
13129,Tribal Kush,2113931
7024,Kordhell,2115415
9398,Nasty C,2116133
10238,Paul Kelly,2117860
10451,Pliki,2118162
4111,Evert Mob,2118340
5598,Irina Kairatovna,2119451
9638,Nisa,2120131
1374,Bakermat,2120723
6364,Jung,2121509
2831,DJ-MK,2125484
7933,M.s,2125484
7031,Kortez,2125648
4665,Gallo Nero,2125919
12275,Stina Talling,2128056
7331,Lamatrix,2129247
11345,SPINALL,2129909
9747,Nucci,2131095
5313,Holy Molly,2132669
14031,Young Stunners,2134003
8521,Mashael,2137079
12845,The Rubens,2137265
10051,Oxmo Puccino,2137294
2892,Dada,2138420
13021,Tomas Ledin,2139040
4773,Ghostface Playa,2139040
3186,Dessita,2139567
1329,Baani Sandhu,2141103
6843,Khrystyna Soloviy,2141169
5636,Italian Somali,2141176
516,Aj,2141335
6428,K-Clique,2141335
1506,Bella Shmurda,2141570
1635,Bilal Hancı,2142324
7066,Kryštof,2144547
11537,Sarit Hadad,2145140
10217,Pastor Lopez,2147971
7965,MAYBE BABY,2148481
9525,New Order,2148502
6852,Kiana Ledé,2148837
51,1K,2149404
11729,Shane Filan,2149633
6744,Keen' V,2150128
14865,ِEmad Basha,2150414
7514,Leyla Blue,2151185
9946,OmenXIII,2154195
10404,Pilar Moxó,2154729
8287,Makhadzi,2155342
11221,Rácz Gergõ,2155395
9999,Orsovai Reni,2155395
14829,حمو الطيخا,2156142
12750,The Beatnuts,2156557
12669,Tedi Aleksandrova,2157986
13180,Tsino,2159073
467,Ahiyan,2159600
13944,Yeboyah,2159699
10910,Remee,2159873
11236,S.O.A.P.,2159873
381,Adam Ďurica,2161893
6662,Karolina Stanisławczyk,2162477
10696,RPT PhongKhin,2163341
14724,Даня Милохин,2163450
14564,semmmyq,2163899
7345,Landon Barker,2166260
3345,Dj JL O Único,2166389
890,Anna Bergendahl,2168251
7755,Lotfi Begi,2171657
7245,LXST CXNTURY,2172023
8694,Mc Mr. Bim,2173367
8695,Mc Nego Nojo,2173367
2806,DJ THG,2173367
9107,Moro,2174415
7602,Lily Allen,2175469
12320,Sueth,2177780
12048,Sobs,2177780
13269,UCLÃ,2177780
6612,Kant,2177780
6930,Kirli,2180936
8031,MC Mirella,2184953
12551,Tainá Costa,2184953
7353,Lara Silva,2184953
9865,Odyn v Kanoe,2185744
6212,Joony,2189580
6863,Kidda,2189841
6506,KSHMR,2190496
437,Afieq Shazwan,2191920
12555,Tajul,2191920
11145,Rotem Cohen,2193013
5784,JVLI,2193075
12910,Thrife,2195325
14756,Нервы,2196178
9039,Mok Saib,2197197
2639,DARRN,2197671
9273,N-KING,2200286
13624,"WHY, BERRY",2201378
6349,Julien Bam,2202905
4094,Eva Rydberg,2205555
4118,Ewa Roos,2205555
11455,Samarony,2205901
10353,Phen,2205982
6002,Jelassi,2207886
10925,Renne Dang,2208237
1825,Boulevard Depo,2208848
9828,ONEFOUR,2209867
15025,頑童Mj116,2211297
9528,Newery,2212776
11476,Samu Haber,2212920
13301,Uncle Waffles,2214015
1478,Beast Rsa,2214070
11995,Sleeping At Last,2214871
10873,Red Band,2217777
5692,J.Sheon,2220126
7697,Lorenzo,2220577
7785,Lowsheen,2221634
5626,Israel Kamakawiwo'ole,2226167
9258,Mäkki,2226971
2401,Chucho Flash,2228011
11269,SEB,2228187
13954,Yener Çevik,2229875
8015,MC Lil,2230317
2737,DJ JR Oficial,2230317
2753,DJ Lg do Sf,2230317
3132,Defkhan,2230577
1924,Brädi,2233142
1538,Benjamin Kheng,2233636
8035,MC PH,2237914
12494,TIPPA,2238003
2421,Cir.Cuz,2239217
3283,Dinor rdt,2242998
7578,Lil Riico,2244332
12919,Thái Đinh,2248411
7100,Kush Kush,2248927
11591,Scorey,2254353
14847,غنوة,2254384
10801,Rap Nation,2254823
424,Ados,2256450
12943,Tima Belorusskih,2257156
6591,Kamal.,2257466
9676,Nobu,2258754
9465,Negav,2259446
6185,Jon Lajoie,2262125
8263,Maisie Peters,2262481
13482,Vicky Nhung,2264078
14346,dvsn,2264790
6175,Joker,2267006
8364,Many Santana,2267429
14398,glaive,2267435
7630,Liran Danino,2274208
10181,Papa Roach,2274487
5149,Haram,2275674
2335,Chinaski,2277169
6315,Juice,2277850
28,10cm,2280729
10306,Percii,2281290
9235,Muộii,2282973
5117,Hamza Namira,2283143
4261,Fede Guelmos,2283602
3351,Dj Lauuh,2283602
5551,Indochine,2283893
10952,Reykon,2286795
12086,Solven,2288321
13897,Yamazaru,2290324
2503,Connect-R,2292541
1425,Barselona,2293096
138,7-Toun,2293755
4362,Flex,2293967
5899,Jannika B,2294707
4898,Greg Lake,2295034
8277,Majoe,2296674
4182,FSK SATELLITE,2298628
12697,Ten2Five,2299089
12229,Stefania,2299668
9702,Noonie Bao,2301943
6344,Julie,2302534
11882,Simar Kaur,2303052
10741,Raftaar,2305664
12365,Surbhi Jyoti,2305664
9588,Nik & Jay,2307884
12262,Steve Perry,2308131
7393,Lauri Haav,2310639
14046,YourMOOD,2312848
10063,P-Tee,2313927
50,1Flacko,2313927
165,@AronErMat,2315371
12014,Slæm Dønk,2315371
3235,Didá Banda Feminina,2317859
1047,Arthur Aguiar,2319109
10154,Paktofonika,2320732
1305,BOL4,2322178
11702,Shabjdeed,2323211
4223,Fantasia,2323271
14496,moon tang,2323556
9021,Mohamed Osama,2323644
6650,Karim Mahmoud Abdelaziz,2323644
10754,Rahul Sathu,2323909
14458,krissy & ericka,2324126
9849,Oberg,2326810
3996,Endah N Rhesa,2326842
13109,Tre' Amani,2329608
13173,Trygve Skaug,2329734
13347,VAX,2334013
11602,Seachains,2334483
11161,Rozalén,2334848
2493,Colorblast,2336862
5613,Isah,2337518
12691,Tempo,2337944
512,Aisyah Aziz,2340604
6745,Keenan Te,2341086
6922,Kinkaworn,2341514
5059,HY,2342659
7114,Kwiish SA,2343479
9668,Noa - Noa,2345752
1330,Babalwa M,2346539
373,Acid,2346656
970,Apson,2346656
6634,Kardinal Offishall,2348384
12770,The Darkness,2348501
11881,Sima Noon,2349126
11294,SHDØW,2349241
4900,Gregor Hägele,2354671
13849,YERM,2356190
6952,Klamydia,2358348
6671,Kasango,2359709
3409,Dlala Thukzin,2360730
4002,Enes Batur,2362228
6593,Kambulat,2364595
7195,LIL MORTY,2364636
2247,Chano,2366229
5429,ICE,2366345
9395,Nass,2367761
13245,Tyok Satrio,2368534
6585,"Kallde ""El Rey Del Placer""",2369063
6009,Jenni & Juho,2371164
8637,Mayonnaise,2372591
8303,Malle Anja,2373880
12181,Srikrishna,2374465
11414,Saicharan,2374465
5398,Hybrid Minds,2374941
8535,Massimo Ranieri,2376888
8941,Mira Luoti,2377439
13667,Wande Coal,2378409
865,Angelcy,2378753
9187,Mudi,2380158
976,Arap Şükrü,2380496
14064,Yumbs,2380721
12151,Spekti,2381005
14723,Дайте танк (!),2387160
1714,Blaq Diamond,2389154
9007,Mody Amin,2392019
9624,Nines,2393034
13430,Vayu,2393825
11,-,2396274
6683,Kat Dahlia,2397336
9266,Męskie Granie Orkiestra 2022,2397454
10735,Raffa Affar,2397574
7297,La Vela Puerca,2398509
14527,pieruun,2399350
3578,Duong,2399846
8417,Marian Lichtman,2402899
4228,Fard,2403136
2854,DR BRS,2406281
6627,Karamel19,2406437
12121,Sorana,2406999
4903,Grend Kid,2407241
694,Almany,2410309
5533,Iman Troye,2413258
2979,Danne Stråhed,2413362
6222,Jordymone9,2414856
7206,LIZER,2415412
11859,Siho Villalobos,2415948
10080,PATEKO,2416516
12529,TUULI,2417205
2712,DJ Desue,2417401
14248,Zoé,2418113
12945,Timati,2422411
12217,Staysman & Lazz,2422826
13542,Virgul,2423774
10903,Reket,2423828
12684,Tekno,2424090
13308,Uniikki,2425883
1723,Blind,2428811
12430,Søs Fenger,2429094
14250,Zpecial,2429930
43,18 Karat,2431272
11615,Sebastian Zalo,2431878
7500,Leslie Cheung,2432328
9854,Oby One,2432620
9939,Omar Rudberg,2432634
3496,Doğu Swag,2435763
3393,Djalil Palermo,2436267
14566,shinra,2438589
11963,Skinz,2442493
6721,Kayah,2443749
6324,Jukka Poika,2446243
9623,Nineb Youk,2446598
9370,Nando Reis,2447749
791,Ana Cañas,2447749
4256,Fawaz Ben Awad,2448821
8054,MC Teuzin PV,2449766
8047,MC Skcot,2449766
14764,Перемотка,2452420
5941,Javed Bashir,2452999
5558,Ingrid Andress,2453008
14753,Молодой Платон,2459536
7527,Lidia,2460906
13313,Unknown T,2461925
10463,Pokáč,2463675
12326,Suicideyear,2466003
13616,WEEDMANE,2466003
10694,RPT Groovie,2467673
10046,Ouzzy,2468915
13961,Yesan 雪山,2469300
9631,Nino Freestyle,2469726
8680,Mc Koruja,2471975
2689,DJ Alex BNH,2471975
8151,Maax Deejay,2471975
1272,BIG Naughty,2472205
11642,Selecta,2473423
8884,Mike Lowrey,2474486
9108,Morpheuz,2476252
1244,BARANOVSKI,2477843
11933,Sivan Talmor,2478769
11805,Shlomo Artzi,2480939
1429,Barış Diri,2484002
5306,Hoang Ton,2485197
3735,Efraim Leo,2488150
12065,Sofiloud,2488253
2899,Dadinho,2488538
862,Angel Y Khriz,2488630
122,5iftyy,2491466
8751,Mekhman,2493394
5961,Jay Scøtt,2495062
4416,FouKi,2495062
11356,STIG,2495089
12569,Talha Anjum,2495496
8202,Madihu,2497891
10997,Riky Rick,2498106
12080,Solguden,2499069
10372,Phlake,2502070
3462,Donguralesko,2505208
13601,W.M.L,2506334
7437,Lee Mujin,2508187
10672,REDZED,2508888
9399,Nasıl Derler Bilirsin,2509163
9140,Mousv,2509606
8625,Maxida Märak,2510584
3285,Diodato,2513770
10699,RVS,2513775
1230,BACI,2513929
12973,Titta,2515067
14229,Zion.T,2516392
7620,Lino,2518282
2071,Calbo,2518282
3519,Dream Note,2518679
6886,Kim Dracula,2519364
5272,Hidra,2519606
223,AJ Mitchell,2520085
3688,Ebe Dancel,2520728
11697,Sha Sha,2520903
13680,Wayne Santana,2521007
2955,Dani Martín,2523717
2264,Charlotte Smith,2524633
13166,Truls Svendsen,2524633
8211,Mads Christian,2525533
3675,Eah Jé,2525724
6338,Julian Casablancas,2526774
8183,Mad Yardies,2529513
11555,Satnam Singh 5 Rivers,2529513
14405,hekkan,2531824
7756,Lothepus,2531824
8628,Maximus,2535252
9671,Noah Carter,2536029
1177,Ayman,2537533
8231,Magixx,2537550
2308,Chester,2538202
11797,Shirley Chen,2538505
2016,CALO,2538610
4054,Esa Abrate,2540319
3231,Didine Canon 16,2540430
9576,Niels Destadsbader,2541028
7249,La Banda De Lechuga,2542039
6817,Kevo DJ,2542039
5174,Hasan Raheem,2542617
7455,Leila AD,2543645
503,Air Supply,2543957
7625,Lior Narkis,2544233
7878,Lusia Chebotina,2544356
8137,MUNEYLXRD,2546072
8989,Miętha,2548446
7418,Le Vibrazioni,2552135
8910,Mild,2553230
2423,Ciro Netto e Manuel,2553734
7396,Lauro,2554142
5680,J-Dawg,2554322
6440,K27,2555749
6334,Julia Rocka,2556216
12450,T.I BLAZE,2560685
7273,La Kuppe,2563295
9456,Nebi,2563297
13006,Toledo,2563825
11940,Sizzla,2565369
2491,Collie Buddz,2565369
9813,OH MY GIRL,2567706
12814,The Motans,2568631
1789,Bon Jovi,2570135
10368,Philippe,2570536
4512,Fu3go,2570536
7222,LOVA,2570626
10498,Portugal No Beat,2570702
6343,JulianoChieff,2571252
4074,Estelle,2571977
8828,Mia Julia,2572361
1697,BlackJack,2572362
1358,Bader AlShuaibi,2572769
338,Abdulaziz Louis,2572769
11172,Ruby,2572857
12193,Stan Walker,2575546
11862,Sikander Kahlon,2579016
13544,Viru Kumbieron,2581904
544,Aksglæde,2581911
1533,Benjamin,2583172
5498,Ido B & Zooki,2590946
2187,Cassper Nyovest,2591866
3497,Doğukan Sarıtaş,2593099
8583,Matthaios,2593361
1947,Bulin 47,2594540
2579,Cukak,2597181
8594,Maty Noyes,2598170
5302,Hkeem,2598823
13468,Vettosi,2600476
10111,POS,2601169
14651,zyon,2601516
3407,Dladla Mshunqisi,2603121
2027,CHA NI (SF9),2604638
10323,Pessa,2606430
11384,Sabina Ddumba,2608300
8682,Mc Laureta,2608306
13154,Tropical Caribe,2608631
8476,Marou Chenko,2610311
5390,Hussain Aljassmi,2610586
14063,Yuman,2610735
14662,ÄTNA,2611468
13919,Yasha,2611468
6723,Kayen,2612535
9109,Morphia,2615434
2968,Daniel Šafařík,2617944
1816,Bory300,2618944
3488,Dougie B,2618944
10088,PHARAOH,2618995
1866,BretBeats,2619935
2775,DJ Oku Luukkainen,2621396
9646,Nivy,2622209
2285,Cheek,2623456
12966,Tiscore,2624142
12234,Steff da Campo,2624568
5269,Hi_Tack,2624568
12840,The Rasmus,2624839
489,Ahmet Kaya,2626374
12359,Superfly,2632112
5418,I HATE MONDAY,2632937
9171,Mr. Probz,2632961
12493,TINLE,2633762
14525,penglord,2635912
14613,viko63,2635912
2654,DEEIKEL,2636193
8315,Mambo DJ,2636616
6599,Kamil Hoffmann,2637363
5791,Jaannybravo,2638556
2697,DJ Black,2638556
13589,Vytinho NG,2639533
9701,Noodels,2649246
1906,Bruno & Denner,2649739
14306,blondette,2651077
14587,sweet planet,2651077
7921,M Zhayt,2655270
5140,Hans,2655270
6173,JojoHF,2656701
13517,Villa Cariño,2656914
14781,Шайни,2657705
140,71 Digits,2661444
11179,Ruger,2661510
13253,Tzlil Danin,2661758
9241,My Marianne,2665443
3472,Donzo x Mitchi,2665444
14586,sumika,2665593
3821,El Mimoso Luis Antonio López,2665623
4433,Francesco Yates,2670842
1130,Aurelie Hermansyah,2675715
1122,Atta Halilintar,2675715
4262,Feder,2675884
11905,Sine,2676877
6384,Just D,2679294
13850,YEW,2679450
7741,Los Ronaldos,2680206
10576,Punnany Massif,2680578
4618,GRM Daily,2687016
4498,Frida Brygmann,2691221
7521,Liam Gallagher,2691809
13831,Ximena Sariñana,2694018
7655,Lo Stato Sociale,2698132
10671,REDT,2701153
2270,Chau Dang Khoa,2701430
4051,Error,2708576
4199,Fahed Bin Fasla,2709255
783,Amy Macdonald,2712358
3478,Dorian,2712825
7659,Loco,2718883
1675,Bizzy Banks,2720034
14491,mikipublicenemy,2720516
10847,Ray Dee Ohh,2720808
13115,Treintisiete,2721300
6290,Juan Casanova,2721397
9300,NGC Daddy,2725426
12256,Sterre,2725500
14369,feat. AUTTA,2726772
14784,алёна швец.,2728515
12223,Stef Tony,2728932
6311,Juha Tapio,2729932
12033,Snoh Aalegra,2730360
10595,Pzy,2730464
682,Alitiz,2732104
12327,Suikon Blaz AD,2733928
1307,BONES,2734256
10427,Piruka,2735756
3326,Dj Anderson do Paraiso,2737209
8022,MC Magrella,2737209
5307,Hoda Bondok,2742286
3650,EMAA,2743251
2783,DJ Pedro,2743454
2766,DJ Murillo,2743454
8714,Mc Vitão Do Savoy,2743454
7230,LTnoBeat,2743454
7506,Letto,2743641
8275,Majk Spirit,2744726
14952,有華,2745485
14579,space x,2748694
7445,Leena Bose,2749889
11956,Skiibii,2750238
357,Abra Cadabra,2751804
13590,VÉRITÉ,2753947
3555,Dudu Aharon,2755591
2836,DMN,2757493
13690,Weeping Willows,2764041
9797,OBLADAET,2765062
2819,DJ Totti,2765149
9935,Omar Kamal,2770115
14925,多多 x 以捷,2771619
6617,Kapitán Demo,2771986
13574,Volbeat,2772542
6597,Kamikaz,2773004
1531,Benedixhion,2775177
4925,Gruby AK47,2776400
1062,Arun Kaundinya,2778201
7053,Krisko,2778469
7653,Lo & Leduc,2778652
6767,Kelvyn Colt,2779574
7183,LEON,2779689
11270,SECRET NUMBER,2780036
8098,MINO,2780472
4509,Frsh,2781290
13311,Unité,2781347
741,Ambiance Skandal,2781840
1486,Bebew,2782440
5581,Intiaanikesä,2783373
8276,Majka,2784298
10809,Rascoe Kaos,2788724
6434,K. S. Chithra,2790841
12110,Sooraj Santhosh,2790841
997,Ari Lennox,2791498
12045,Soa Mattrix,2792627
7352,Lara Liang,2794859
6850,KiDi,2795018
2287,Chef Bi,2797468
3188,Dest,2797468
5325,Hooja,2797597
1025,Armen Paul,2798185
4924,"Grover Washington, Jr.",2798281
14408,hoshie star,2798786
10868,Rebzyyx,2798786
2440,Clave 702,2799802
4343,First Anuwat,2800671
12253,Stepz,2800809
14898,予笙,2802452
5630,Issam Alnajjar,2802710
7795,Luan Estilizado,2803176
14576,sokodomo,2805240
2318,Chico César,2809350
6958,Klash,2811806
5317,Hommie Dilliwala,2812354
2343,Chisu,2814330
23,1019,2815491
12153,Speranza,2816015
6588,Kaly Ocho,2818161
6954,Klangkarussell,2819469
4403,For3al,2823169
12918,Thành Đồng,2824374
801,Ananthakrrishnan,2825637
8638,Mayorkun,2826869
5893,Janice Yan,2828024
4347,Fito Paez,2832716
3684,East 17,2834439
1472,Beach Weather,2834596
12285,Straed,2836125
7160,LADIPOE,2836913
11167,Rua,2836952
13303,Undacava,2840915
14778,Три дня дождя,2841873
14042,Youngvaras,2842550
4484,French The Kid,2843168
7221,LOUTA,2845199
5843,Jamaika,2850228
1981,Byg Byrd,2851455
1709,Blamo,2851455
3307,Disney Characters,2851630
14156,Zakes Bantwini,2852665
292,ATC Coco,2856729
13465,Vesta,2860276
10494,Pornofilmy,2863538
10026,Otavio Beats,2863925
8648,Mc Calvin,2863925
8560,Mathieu Koss,2866009
3791,El Chuky De Lewa,2866486
11580,Scar,2868464
434,Aerozen,2870614
10454,Plylist,2872104
13864,YOUNGHEARTED,2873417
11961,Skinny Flex,2875958
10446,Play69,2880004
6844,Khtek,2880292
7624,Lio,2880875
7600,Lille Saus,2881801
11567,Savage,2882108
14536,pukasz,2882818
13726,White Widow,2883741
2786,DJ Project,2884624
7700,Los 4,2885657
8719,Mdoovar,2888977
4983,Guy Mazig,2889264
12067,Sofía Gabanna,2892655
4424,Foyone,2892655
2574,Cráneo,2892655
11582,Sceno,2892655
12162,Spok Sponha,2892655
3888,Elio Toffana,2892655
7366,Las Ninyas del Corro,2892655
3685,Easy-S,2892655
13080,ToteKing,2892655
9062,Moneo,2892655
3629,E4an,2893229
9158,Mr Melk,2894481
163,9m88,2894755
12513,TOSS,2895861
7434,Ledri Vula,2896749
12487,THRILL PILL,2897359
12729,ThackzinDJ,2897381
11633,Seiler und Speer,2897857
1313,BRANYA,2898041
11339,SOTT,2898668
1369,Bahari,2900036
3738,Ege Boran,2901211
1870,Bright Sparks,2907354
2114,Canking,2908519
4067,Ess2Mad,2908519
9532,Nguyên Thảo,2911944
1549,Benny The Butcher,2912777
9810,OG Version,2913416
7325,Lalit Sen,2914269
4530,Furelise,2914272
9928,Omar,2916289
654,Ali Loka,2921084
11347,SPRITE,2921178
12203,Starrah,2922341
12779,The Flint Chozen Choir,2922341
6385,Just Stef,2925610
4208,Falke 912,2927570
9950,Omy de Oro,2934606
13860,YOAKE,2935214
4954,Guddhist Gunatita,2936355
7347,Landsholdet,2937881
10607,Q' Lokura,2938093
1398,Banda Mix,2938093
297,ATE,2938368
14548,remme,2940603
8262,Mairee,2941672
2339,Chintya Gabriella,2944448
566,AlbertNbn,2944758
7809,Lucas Sugo,2946693
8285,Maka,2949527
9538,Ngọt,2950118
3130,Def Tech,2955387
1787,Bon,2955527
6735,Kbleax,2963958
9757,Numidia,2964364
2784,DJ Pirata,2965767
13036,Tomy DJ,2965767
4603,GON RMX,2965767
9199,Munimuni,2970646
2895,Daddy DJ,2971504
7542,Lil Baba,2971860
11118,Roni Alter,2971927
1773,Bogdan DLP,2972751
3476,Dorentina,2973462
13033,Tommy Cash,2973596
7575,Lil PoP,2976417
14103,Z,2977092
12064,Sofie Svensson & Dom Där,2977184
3918,Elov & Beny,2977184
1626,BigDaddy,2977224
4896,Greg,2978645
244,ALI,2978819
235,AKLO,2978819
5832,Jake Owen,2979430
10334,Peterpan,2979655
2671,DIBSET,2979991
3651,EME,2982412
14923,壞特 ?te,2986251
8167,Maciej Musiałowski,2986760
9589,Nik Makino,2988723
4245,Fat Les,2993211
11887,Simiran Kaur Dhadli,2995457
13953,Yemil,3001178
7453,Legião Urbana,3003160
10548,Priscila Senna,3005294
7042,Kptaan,3006111
6784,Kenny Mason,3008950
10979,Ricky Hsiao,3009533
4448,Frankie Goes To Hollywood,3012158
10129,PURPEECH,3012810
810,Anders Matthesen,3013567
10473,Polski Bandyta,3013882
6346,Julie Bergan,3014099
7295,La Tipica Ra7,3014250
12704,Tepki,3018259
13615,WEDNESDAY CAMPANELLA,3021663
13729,Who-ya Extended,3022888
10877,Red face,3023077
13696,Wellhello,3023182
706,Aluna,3025532
12637,Tawsen,3025648
10031,Otis Redding,3026361
14933,小玄子,3026475
13257,Tóc Tiên,3026571
11111,Ronald Cheng,3027308
14401,grandson,3028643
5161,Harmonie,3030993
4577,GDucky,3031740
11140,Roshelle,3034590
35,14 Casper,3038889
10512,Pragati,3041957
1031,Arohi,3041957
5821,Jahnvi Shrimankar,3041957
3292,Dipti,3041957
981,Archana,3041957
11174,Rucha,3041957
11713,Shail Hada,3041957
3491,Doums,3044854
2841,DMZL,3046775
4819,Girafot,3046775
10864,Reality Club,3047254
9620,Nina Chuba,3049933
4102,Evangelia,3052123
3219,Dialog Senja,3053046
6659,Karlo,3055910
935,Anton Ewald,3056275
5969,Jayh,3057024
11037,Robbz x Brookz,3059653
4795,Gigolo Y La Exce,3059953
8046,MC STAN,3060815
5207,Heiakim,3063775
13842,YB,3063775
3779,El Bebeto,3067934
1826,Boumidjal X,3068557
10822,Raste,3071939
5460,ISSAM,3072120
2394,Christopher Chu,3073694
7152,L5VAV,3073988
304,ATYPISK,3078173
14023,Young Martino,3078291
6276,Joyce Santana,3078291
1432,Basetsana,3078861
9848,Obeey Amor,3078861
1624,Big Zulu,3081067
7955,MARO,3082685
2028,CHAAMA,3085154
9593,Nikitata,3085429
11055,Robin de Jesus,3089814
8108,MJ Rodriguez,3089814
6253,Joshua Henry,3089814
834,Andrew Garfield,3089814
635,Alexandra Shipp,3089814
5023,HARLEE,3091905
12318,Suchetha Basrur,3092747
9841,OUENZA,3093320
4571,GAYAZOV$ BROTHER$,3093458
3254,Dikla,3095806
2209,Ceky Viciny,3097728
1190,Azaan Sami Khan,3097992
4953,Guddhist,3098078
11450,Sam The Kid,3101490
2003,C-BooL,3102376
196,A2M,3106147
6918,Kingpin Skinny Pimp,3106401
9250,Mzu M,3107606
3603,Dzharakhov,3108517
12617,Tarsem Jassar,3108529
13928,Yasser Abd El Wahab,3110567
6368,Jung Seung Hwan,3111773
5007,Gülben Ergen,3112187
4531,Furkan Karakılıç,3116476
3452,Don Miguelo,3117809
2358,Chord Overstreet,3120736
12402,Sydney Yungins,3123492
11915,Sippinpurpp,3124686
1744,Blåsemafian,3124973
1039,Arrhult,3125372
6100,Joakim Lundell,3125372
2741,DJ Jonathan,3127801
13881,YY,3130986
5817,Jador,3131641
13438,Veeze,3133175
8843,Michal Hruza,3133188
7917,Lăng LD,3134560
6647,Karik,3136263
10858,ReN,3136482
9587,Niila,3136891
10933,Repliikki,3136891
13918,Yash Narvekar,3137129
1986,Bárbara Tinoco,3138397
8746,Mehdi Mozayine,3139208
6452,KAMI WA SAIKORO WO FURANAI,3139266
13414,Vanessa Paradis,3139722
13952,Yemi Alade,3141163
12769,The Dap-Kings Horns,3142189
9758,Nunu,3142440
5906,Japczan,3143247
4117,Ewa Farna,3144171
7181,LEEO,3146374
792,Ana Diaz,3146974
9288,NCT 2021,3148823
7949,MANDEE,3149043
7354,Lara91k,3149144
8999,Mobtrap,3149633
6665,Karri Koira,3149976
232,AKC Kretta,3152112
12213,Stay Flee Get Lizzy,3154075
9604,Nikos Oikonomopoulos,3154769
7125,Kymppilinja,3157791
9678,Noche de Brujas,3159235
393,Adekunle Gold,3163261
2598,Cypis,3168635
8606,Mav-d,3168983
12211,Stavento,3169475
1497,Beenzino,3171324
3837,El Tachi,3171454
10908,Rem Digga,3172893
9325,NOSFE,3174019
11774,Shenzi Beats,3174168
3627,E.M.D.,3176642
4410,Formalite,3178933
4522,Fulminacci,3180265
5813,Jada,3188772
3584,Dvicio,3189496
6214,Joost,3190695
1413,Bar Tzabary,3191479
4251,Faustix,3193241
5095,Hakan Altun,3194279
1175,Ayla Çelik,3194279
9028,Mohammed Saeed,3194366
6644,Karetta el Gucci,3196262
1641,Bill Withers,3199084
10511,Praesun,3199694
10651,R.E.D.K.,3203166
9752,Nuki,3203522
14292,babyswishh1,3204539
8723,Meda,3206952
5165,Harpreet Bansal,3207792
6680,Kassimi,3210931
9338,Nabi,3210931
14067,Yunes LaGrintaa,3210931
11924,Sisco,3210931
9784,Néza,3210931
12417,Szikora Róbert,3211155
3026,Darkiel,3211989
13909,Yannc,3211989
7034,Kosso,3213201
3484,Dosseh,3214839
5279,Hijos De Barron,3217980
6724,Kayla Nicole,3218586
12646,Taylor Girlz,3218586
5119,Hamzo 500,3218833
8280,Major League Djz,3222680
233,AKC Misi,3223488
7046,Kranium,3223687
3814,El Joker,3224697
13484,Vicky Singh,3226547
9749,Nucleya,3227674
9321,NOG,3228447
14650,zxcursed,3230752
12264,Stevie Nicks,3236589
6849,Khắc Hưng,3236720
11488,Sanam,3237376
1746,Blümchen,3237642
10709,Raappana,3238129
9652,Njelic,3240424
6071,Jickson,3240715
9622,Nine Chen,3241597
6149,John Lundvik,3241937
8491,Martin Brygmann,3243494
3949,Emil Stabil,3249544
7574,Lil Pino,3250530
2388,Christina,3251633
10455,PmBata,3255208
13695,Wellboy,3255249
10378,Phuc Du,3256232
9132,Moubarak,3259972
14971,王ADEN,3268075
7594,LilCagula,3268606
10191,Papito MIERDA,3271875
1457,Bayhan,3275823
13419,Vargas,3276256
8435,Mario,3276681
12894,Thirty Seconds To Mars,3278983
3167,Deno,3280877
6409,Jérémie Makiese,3281683
3301,Disco Misr,3283148
10805,Rara Sekar,3283619
11158,Royce,3283646
11002,Rimkus,3290822
6010,Jenni Vartiainen,3292973
